"href","question","completation_rate","level"
"https://leetcode.com/problems/maximum-product-difference-between-two-pairs","1913. Maximum Product Difference Between Two Pairs","83.0%","Easy"
"https://leetcode.com/problems/cyclically-rotating-a-grid","1914. Cyclically Rotating a Grid","51.3%","Med."
"https://leetcode.com/problems/number-of-wonderful-substrings","1915. Number of Wonderful Substrings","66.6%","Med."
"https://leetcode.com/problems/count-ways-to-build-rooms-in-an-ant-colony","1916. Count Ways to Build Rooms in an Ant Colony","50.2%","Hard"
"https://leetcode.com/problems/leetcodify-friends-recommendations","1917. Leetcodify Friends Recommendations","28.4%","Hard"
"https://leetcode.com/problems/kth-smallest-subarray-sum","1918. Kth Smallest Subarray Sum","53.0%","Med."
"https://leetcode.com/problems/leetcodify-similar-friends","1919. Leetcodify Similar Friends","43.0%","Hard"
"https://leetcode.com/problems/build-array-from-permutation","1920. Build Array from Permutation","91.1%","Easy"
"https://leetcode.com/problems/eliminate-maximum-number-of-monsters","1921. Eliminate Maximum Number of Monsters","50.9%","Med."
"https://leetcode.com/problems/count-good-numbers","1922. Count Good Numbers","57.2%","Med."
"https://leetcode.com/problems/longest-common-subpath","1923. Longest Common Subpath","29.1%","Hard"
"https://leetcode.com/problems/erect-the-fence-ii","1924. Erect the Fence II","51.0%","Hard"
"https://leetcode.com/problems/count-square-sum-triples","1925. Count Square Sum Triples","77.1%","Easy"
"https://leetcode.com/problems/nearest-exit-from-entrance-in-maze","1926. Nearest Exit from Entrance in Maze","48.1%","Med."
"https://leetcode.com/problems/sum-game","1927. Sum Game","49.4%","Med."
"https://leetcode.com/problems/minimum-cost-to-reach-destination-in-time","1928. Minimum Cost to Reach Destination in Time","40.7%","Hard"
"https://leetcode.com/problems/concatenation-of-array","1929. Concatenation of Array","90.6%","Easy"
"https://leetcode.com/problems/unique-length-3-palindromic-subsequences","1930. Unique Length-3 Palindromic Subsequences","73.8%","Med."
"https://leetcode.com/problems/painting-a-grid-with-three-different-colors","1931. Painting a Grid With Three Different Colors","77.8%","Hard"
"https://leetcode.com/problems/merge-bsts-to-create-single-bst","1932. Merge BSTs to Create Single BST","37.4%","Hard"
"https://leetcode.com/problems/check-if-string-is-decomposable-into-value-equal-substrings","1933. Check if String Is Decomposable Into Value-Equal Substrings","50.7%","Easy"
"https://leetcode.com/problems/confirmation-rate","1934. Confirmation Rate","61.5%","Med."
"https://leetcode.com/problems/maximum-number-of-words-you-can-type","1935. Maximum Number of Words You Can Type","82.9%","Easy"
"https://leetcode.com/problems/add-minimum-number-of-rungs","1936. Add Minimum Number of Rungs","43.7%","Med."
"https://leetcode.com/problems/maximum-number-of-points-with-cost","1937. Maximum Number of Points with Cost","41.9%","Med."
"https://leetcode.com/problems/maximum-genetic-difference-query","1938. Maximum Genetic Difference Query","46.0%","Hard"
"https://leetcode.com/problems/users-that-actively-request-confirmation-messages","1939. Users That Actively Request Confirmation Messages","56.8%","Easy"
"https://leetcode.com/problems/longest-common-subsequence-between-sorted-arrays","1940. Longest Common Subsequence Between Sorted Arrays","81.3%","Med."
"https://leetcode.com/problems/check-if-all-characters-have-equal-number-of-occurrences","1941. Check if All Characters Have Equal Number of Occurrences","79.2%","Easy"
"https://leetcode.com/problems/the-number-of-the-smallest-unoccupied-chair","1942. The Number of the Smallest Unoccupied Chair","60.4%","Med."
"https://leetcode.com/problems/describe-the-painting","1943. Describe the Painting","51.4%","Med."
"https://leetcode.com/problems/number-of-visible-people-in-a-queue","1944. Number of Visible People in a Queue","72.1%","Hard"
"https://leetcode.com/problems/sum-of-digits-of-string-after-convert","1945. Sum of Digits of String After Convert","74.8%","Easy"
"https://leetcode.com/problems/largest-number-after-mutating-substring","1946. Largest Number After Mutating Substring","37.7%","Med."
"https://leetcode.com/problems/maximum-compatibility-score-sum","1947. Maximum Compatibility Score Sum","64.1%","Med."
"https://leetcode.com/problems/delete-duplicate-folders-in-system","1948. Delete Duplicate Folders in System","77.8%","Hard"
"https://leetcode.com/problems/strong-friendship","1949. Strong Friendship","54.4%","Med."
"https://leetcode.com/problems/maximum-of-minimum-values-in-all-subarrays","1950. Maximum of Minimum Values in All Subarrays","48.1%","Med."
"https://leetcode.com/problems/all-the-pairs-with-the-maximum-number-of-common-followers","1951. All the Pairs With the Maximum Number of Common Followers","69.4%","Med."
"https://leetcode.com/problems/three-divisors","1952. Three Divisors","63.6%","Easy"
"https://leetcode.com/problems/maximum-number-of-weeks-for-which-you-can-work","1953. Maximum Number of Weeks for Which You Can Work","42.1%","Med."
"https://leetcode.com/problems/minimum-garden-perimeter-to-collect-enough-apples","1954. Minimum Garden Perimeter to Collect Enough Apples","55.3%","Med."
"https://leetcode.com/problems/count-number-of-special-subsequences","1955. Count Number of Special Subsequences","52.5%","Hard"
"https://leetcode.com/problems/minimum-time-for-k-virus-variants-to-spread","1956. Minimum Time For K Virus Variants to Spread","50.5%","Hard"
"https://leetcode.com/problems/delete-characters-to-make-fancy-string","1957. Delete Characters to Make Fancy String","74.1%","Easy"
"https://leetcode.com/problems/check-if-move-is-legal","1958. Check if Move is Legal","49.8%","Med."
"https://leetcode.com/problems/minimum-total-space-wasted-with-k-resizing-operations","1959. Minimum Total Space Wasted With K Resizing Operations","43.6%","Med."
"https://leetcode.com/problems/maximum-product-of-the-length-of-two-palindromic-substrings","1960. Maximum Product of the Length of Two Palindromic Substrings","30.7%","Hard"
"https://leetcode.com/problems/check-if-string-is-a-prefix-of-array","1961. Check If String Is a Prefix of Array","52.7%","Easy"
"https://leetcode.com/problems/remove-stones-to-minimize-the-total","1962. Remove Stones to Minimize the Total","65.3%","Med."
"https://leetcode.com/problems/minimum-number-of-swaps-to-make-the-string-balanced","1963. Minimum Number of Swaps to Make the String Balanced","78.1%","Med."
"https://leetcode.com/problems/find-the-longest-valid-obstacle-course-at-each-position","1964. Find the Longest Valid Obstacle Course at Each Position","62.5%","Hard"
"https://leetcode.com/problems/employees-with-missing-information","1965. Employees With Missing Information","73.0%","Easy"
"https://leetcode.com/problems/binary-searchable-numbers-in-an-unsorted-array","1966. Binary Searchable Numbers in an Unsorted Array","62.7%","Med."
"https://leetcode.com/problems/number-of-strings-that-appear-as-substrings-in-word","1967. Number of Strings That Appear as Substrings in Word","82.3%","Easy"
"https://leetcode.com/problems/array-with-elements-not-equal-to-average-of-neighbors","1968. Array With Elements Not Equal to Average of Neighbors","50.5%","Med."
"https://leetcode.com/problems/minimum-non-zero-product-of-the-array-elements","1969. Minimum Non-Zero Product of the Array Elements","37.1%","Med."
"https://leetcode.com/problems/last-day-where-you-can-still-cross","1970. Last Day Where You Can Still Cross","68.7%","Hard"
"https://leetcode.com/problems/find-if-path-exists-in-graph","1971. Find if Path Exists in Graph","54.5%","Easy"
"https://leetcode.com/problems/first-and-last-call-on-the-same-day","1972. First and Last Call On the Same Day","51.0%","Hard"
"https://leetcode.com/problems/count-nodes-equal-to-sum-of-descendants","1973. Count Nodes Equal to Sum of Descendants","77.3%","Med."
"https://leetcode.com/problems/minimum-time-to-type-word-using-special-typewriter","1974. Minimum Time to Type Word Using Special Typewriter","78.3%","Easy"
"https://leetcode.com/problems/maximum-matrix-sum","1975. Maximum Matrix Sum","65.8%","Med."
"https://leetcode.com/problems/number-of-ways-to-arrive-at-destination","1976. Number of Ways to Arrive at Destination","37.3%","Med."
"https://leetcode.com/problems/number-of-ways-to-separate-numbers","1977. Number of Ways to Separate Numbers","21.5%","Hard"
"https://leetcode.com/problems/employees-whose-manager-left-the-company","1978. Employees Whose Manager Left the Company","48.7%","Easy"
"https://leetcode.com/problems/find-greatest-common-divisor-of-array","1979. Find Greatest Common Divisor of Array","79.5%","Easy"
"https://leetcode.com/problems/find-unique-binary-string","1980. Find Unique Binary String","79.4%","Med."
"https://leetcode.com/problems/minimize-the-difference-between-target-and-chosen-elements","1981. Minimize the Difference Between Target and Chosen Elements","36.5%","Med."
"https://leetcode.com/problems/find-array-given-subset-sums","1982. Find Array Given Subset Sums","49.2%","Hard"
"https://leetcode.com/problems/widest-pair-of-indices-with-equal-range-sum","1983. Widest Pair of Indices With Equal Range Sum","53.8%","Med."
"https://leetcode.com/problems/minimum-difference-between-highest-and-lowest-of-k-scores","1984. Minimum Difference Between Highest and Lowest of K Scores","59.5%","Easy"
"https://leetcode.com/problems/find-the-kth-largest-integer-in-the-array","1985. Find the Kth Largest Integer in the Array","47.5%","Med."
"https://leetcode.com/problems/minimum-number-of-work-sessions-to-finish-the-tasks","1986. Minimum Number of Work Sessions to Finish the Tasks","34.3%","Med."
"https://leetcode.com/problems/number-of-unique-good-subsequences","1987. Number of Unique Good Subsequences","52.5%","Hard"
"https://leetcode.com/problems/find-cutoff-score-for-each-school","1988. Find Cutoff Score for Each School","66.9%","Med."
"https://leetcode.com/problems/maximum-number-of-people-that-can-be-caught-in-tag","1989. Maximum Number of People That Can Be Caught in Tag","49.4%","Med."
"https://leetcode.com/problems/count-the-number-of-experiments","1990. Count the Number of Experiments","48.7%","Med."
"https://leetcode.com/problems/find-the-middle-index-in-array","1991. Find the Middle Index in Array","68.8%","Easy"
"https://leetcode.com/problems/find-all-groups-of-farmland","1992. Find All Groups of Farmland","75.5%","Med."
"https://leetcode.com/problems/operations-on-tree","1993. Operations on Tree","44.8%","Med."
"https://leetcode.com/problems/the-number-of-good-subsets","1994. The Number of Good Subsets","36.8%","Hard"
"https://leetcode.com/problems/count-special-quadruplets","1995. Count Special Quadruplets","64.1%","Easy"
"https://leetcode.com/problems/the-number-of-weak-characters-in-the-game","1996. The Number of Weak Characters in the Game","44.4%","Med."
"https://leetcode.com/problems/first-day-where-you-have-been-in-all-the-rooms","1997. First Day Where You Have Been in All the Rooms","40.2%","Med."
"https://leetcode.com/problems/gcd-sort-of-an-array","1998. GCD Sort of an Array","48.1%","Hard"
"https://leetcode.com/problems/smallest-greater-multiple-made-of-two-digits","1999. Smallest Greater Multiple Made of Two Digits","48.3%","Med."
"https://leetcode.com/problems/reverse-prefix-of-word","2000. Reverse Prefix of Word","86.5%","Easy"
"https://leetcode.com/problems/number-of-pairs-of-interchangeable-rectangles","2001. Number of Pairs of Interchangeable Rectangles","52.1%","Med."
"https://leetcode.com/problems/maximum-product-of-the-length-of-two-palindromic-subsequences","2002. Maximum Product of the Length of Two Palindromic Subsequences","62.2%","Med."
"https://leetcode.com/problems/smallest-missing-genetic-value-in-each-subtree","2003. Smallest Missing Genetic Value in Each Subtree","47.5%","Hard"
"https://leetcode.com/problems/the-number-of-seniors-and-juniors-to-join-the-company","2004. The Number of Seniors and Juniors to Join the Company","45.8%","Hard"
"https://leetcode.com/problems/subtree-removal-game-with-fibonacci-tree","2005. Subtree Removal Game with Fibonacci Tree","57.5%","Hard"
"https://leetcode.com/problems/count-number-of-pairs-with-absolute-difference-k","2006. Count Number of Pairs With Absolute Difference K","85.2%","Easy"
"https://leetcode.com/problems/find-original-array-from-doubled-array","2007. Find Original Array From Doubled Array","40.7%","Med."
"https://leetcode.com/problems/maximum-earnings-from-taxi","2008. Maximum Earnings From Taxi","46.0%","Med."
"https://leetcode.com/problems/minimum-number-of-operations-to-make-array-continuous","2009. Minimum Number of Operations to Make Array Continuous","52.2%","Hard"
"https://leetcode.com/problems/the-number-of-seniors-and-juniors-to-join-the-company-ii","2010. The Number of Seniors and Juniors to Join the Company II","65.5%","Hard"
"https://leetcode.com/problems/final-value-of-variable-after-performing-operations","2011. Final Value of Variable After Performing Operations","90.6%","Easy"
"https://leetcode.com/problems/sum-of-beauty-in-the-array","2012. Sum of Beauty in the Array","50.9%","Med."
"https://leetcode.com/problems/detect-squares","2013. Detect Squares","52.1%","Med."
"https://leetcode.com/problems/longest-subsequence-repeated-k-times","2014. Longest Subsequence Repeated k Times","71.3%","Hard"
"https://leetcode.com/problems/average-height-of-buildings-in-each-segment","2015. Average Height of Buildings in Each Segment","58.1%","Med."
"https://leetcode.com/problems/maximum-difference-between-increasing-elements","2016. Maximum Difference Between Increasing Elements","66.4%","Easy"
"https://leetcode.com/problems/grid-game","2017. Grid Game","60.9%","Med."
"https://leetcode.com/problems/check-if-word-can-be-placed-in-crossword","2018. Check if Word Can Be Placed In Crossword","50.5%","Med."
"https://leetcode.com/problems/the-score-of-students-solving-math-expression","2019. The Score of Students Solving Math Expression","33.8%","Hard"
"https://leetcode.com/problems/number-of-accounts-that-did-not-stream","2020. Number of Accounts That Did Not Stream","72.1%","Med."
"https://leetcode.com/problems/brightest-position-on-street","2021. Brightest Position on Street","60.7%","Med."
"https://leetcode.com/problems/convert-1d-array-into-2d-array","2022. Convert 1D Array Into 2D Array","72.0%","Easy"
"https://leetcode.com/problems/number-of-pairs-of-strings-with-concatenation-equal-to-target","2023. Number of Pairs of Strings With Concatenation Equal to Target","75.3%","Med."
"https://leetcode.com/problems/maximize-the-confusion-of-an-exam","2024. Maximize the Confusion of an Exam","69.4%","Med."
"https://leetcode.com/problems/maximum-number-of-ways-to-partition-an-array","2025. Maximum Number of Ways to Partition an Array","35.2%","Hard"
"https://leetcode.com/problems/low-quality-problems","2026. Low-Quality Problems","84.0%","Easy"
"https://leetcode.com/problems/minimum-moves-to-convert-string","2027. Minimum Moves to Convert String","57.4%","Easy"
"https://leetcode.com/problems/find-missing-observations","2028. Find Missing Observations","57.4%","Med."
"https://leetcode.com/problems/stone-game-ix","2029. Stone Game IX","29.5%","Med."
"https://leetcode.com/problems/smallest-k-length-subsequence-with-occurrences-of-a-letter","2030. Smallest K-Length Subsequence With Occurrences of a Letter","39.4%","Hard"
"https://leetcode.com/problems/count-subarrays-with-more-ones-than-zeros","2031. Count Subarrays With More Ones Than Zeros","49.1%","Med."
"https://leetcode.com/problems/two-out-of-three","2032. Two Out of Three","77.2%","Easy"
"https://leetcode.com/problems/minimum-operations-to-make-a-uni-value-grid","2033. Minimum Operations to Make a Uni-Value Grid","67.5%","Med."
"https://leetcode.com/problems/stock-price-fluctuation","2034. Stock Price Fluctuation","48.7%","Med."
"https://leetcode.com/problems/partition-array-into-two-arrays-to-minimize-sum-difference","2035. Partition Array Into Two Arrays to Minimize Sum Difference","22.7%","Hard"
"https://leetcode.com/problems/maximum-alternating-subarray-sum","2036. Maximum Alternating Subarray Sum","39.9%","Med."
"https://leetcode.com/problems/minimum-number-of-moves-to-seat-everyone","2037. Minimum Number of Moves to Seat Everyone","87.2%","Easy"
"https://leetcode.com/problems/remove-colored-pieces-if-both-neighbors-are-the-same-color","2038. Remove Colored Pieces if Both Neighbors are the Same Color","63.0%","Med."
"https://leetcode.com/problems/the-time-when-the-network-becomes-idle","2039. The Time When the Network Becomes Idle","55.1%","Med."
"https://leetcode.com/problems/kth-smallest-product-of-two-sorted-arrays","2040. Kth Smallest Product of Two Sorted Arrays","48.9%","Hard"
"https://leetcode.com/problems/accepted-candidates-from-the-interviews","2041. Accepted Candidates From the Interviews","78.5%","Med."
"https://leetcode.com/problems/check-if-numbers-are-ascending-in-a-sentence","2042. Check if Numbers Are Ascending in a Sentence","72.6%","Easy"
"https://leetcode.com/problems/simple-bank-system","2043. Simple Bank System","70.0%","Med."
"https://leetcode.com/problems/count-number-of-maximum-bitwise-or-subsets","2044. Count Number of Maximum Bitwise-OR Subsets","89.6%","Med."
"https://leetcode.com/problems/second-minimum-time-to-reach-destination","2045. Second Minimum Time to Reach Destination","62.4%","Hard"
"https://leetcode.com/problems/sort-linked-list-already-sorted-using-absolute-values","2046. Sort Linked List Already Sorted Using Absolute Values","67.0%","Med."
"https://leetcode.com/problems/number-of-valid-words-in-a-sentence","2047. Number of Valid Words in a Sentence","30.8%","Easy"
"https://leetcode.com/problems/next-greater-numerically-balanced-number","2048. Next Greater Numerically Balanced Number","63.0%","Med."
"https://leetcode.com/problems/count-nodes-with-the-highest-score","2049. Count Nodes With the Highest Score","52.2%","Med."
"https://leetcode.com/problems/parallel-courses-iii","2050. Parallel Courses III","66.8%","Hard"
"https://leetcode.com/problems/the-category-of-each-member-in-the-store","2051. The Category of Each Member in the Store","70.7%","Med."
"https://leetcode.com/problems/minimum-cost-to-separate-sentence-into-rows","2052. Minimum Cost to Separate Sentence Into Rows","50.9%","Med."
"https://leetcode.com/problems/kth-distinct-string-in-an-array","2053. Kth Distinct String in an Array","82.1%","Easy"
"https://leetcode.com/problems/two-best-non-overlapping-events","2054. Two Best Non-Overlapping Events","64.1%","Med."
"https://leetcode.com/problems/plates-between-candles","2055. Plates Between Candles","47.2%","Med."
"https://leetcode.com/problems/number-of-valid-move-combinations-on-chessboard","2056. Number of Valid Move Combinations On Chessboard","48.7%","Hard"
"https://leetcode.com/problems/smallest-index-with-equal-value","2057. Smallest Index With Equal Value","72.9%","Easy"
"https://leetcode.com/problems/find-the-minimum-and-maximum-number-of-nodes-between-critical-points","2058. Find the Minimum and Maximum Number of Nodes Between Critical Points","69.4%","Med."
"https://leetcode.com/problems/minimum-operations-to-convert-number","2059. Minimum Operations to Convert Number","51.3%","Med."
"https://leetcode.com/problems/check-if-an-original-string-exists-given-two-encoded-strings","2060. Check if an Original String Exists Given Two Encoded Strings","43.5%","Hard"
"https://leetcode.com/problems/number-of-spaces-cleaning-robot-cleaned","2061. Number of Spaces Cleaning Robot Cleaned","62.4%","Med."
"https://leetcode.com/problems/count-vowel-substrings-of-a-string","2062. Count Vowel Substrings of a String","72.6%","Easy"
"https://leetcode.com/problems/vowels-of-all-substrings","2063. Vowels of All Substrings","55.1%","Med."
"https://leetcode.com/problems/minimized-maximum-of-products-distributed-to-any-store","2064. Minimized Maximum of Products Distributed to Any Store","62.9%","Med."
"https://leetcode.com/problems/maximum-path-quality-of-a-graph","2065. Maximum Path Quality of a Graph","61.0%","Hard"
"https://leetcode.com/problems/account-balance","2066. Account Balance","81.9%","Med."
"https://leetcode.com/problems/number-of-equal-count-substrings","2067. Number of Equal Count Substrings","45.1%","Med."
"https://leetcode.com/problems/check-whether-two-strings-are-almost-equivalent","2068. Check Whether Two Strings are Almost Equivalent","64.1%","Easy"
"https://leetcode.com/problems/walking-robot-simulation-ii","2069. Walking Robot Simulation II","25.5%","Med."
"https://leetcode.com/problems/most-beautiful-item-for-each-query","2070. Most Beautiful Item for Each Query","62.1%","Med."
"https://leetcode.com/problems/maximum-number-of-tasks-you-can-assign","2071. Maximum Number of Tasks You Can Assign","50.2%","Hard"
"https://leetcode.com/problems/the-winner-university","2072. The Winner University","75.3%","Easy"
"https://leetcode.com/problems/time-needed-to-buy-tickets","2073. Time Needed to Buy Tickets","71.7%","Easy"
"https://leetcode.com/problems/reverse-nodes-in-even-length-groups","2074. Reverse Nodes in Even Length Groups","62.9%","Med."
"https://leetcode.com/problems/decode-the-slanted-ciphertext","2075. Decode the Slanted Ciphertext","50.1%","Med."
"https://leetcode.com/problems/process-restricted-friend-requests","2076. Process Restricted Friend Requests","58.6%","Hard"
"https://leetcode.com/problems/paths-in-maze-that-lead-to-same-room","2077. Paths in Maze That Lead to Same Room","56.3%","Med."
"https://leetcode.com/problems/two-furthest-houses-with-different-colors","2078. Two Furthest Houses With Different Colors","65.6%","Easy"
"https://leetcode.com/problems/watering-plants","2079. Watering Plants","80.0%","Med."
"https://leetcode.com/problems/range-frequency-queries","2080. Range Frequency Queries","41.5%","Med."
"https://leetcode.com/problems/sum-of-k-mirror-numbers","2081. Sum of k-Mirror Numbers","63.8%","Hard"
"https://leetcode.com/problems/the-number-of-rich-customers","2082. The Number of Rich Customers","77.3%","Easy"
"https://leetcode.com/problems/substrings-that-begin-and-end-with-the-same-letter","2083. Substrings That Begin and End With the Same Letter","74.4%","Med."
"https://leetcode.com/problems/drop-type-1-orders-for-customers-with-type-0-orders","2084. Drop Type 1 Orders for Customers With Type 0 Orders","86.6%","Med."
"https://leetcode.com/problems/count-common-words-with-one-occurrence","2085. Count Common Words With One Occurrence","73.1%","Easy"
"https://leetcode.com/problems/minimum-number-of-food-buckets-to-feed-the-hamsters","2086. Minimum Number of Food Buckets to Feed the Hamsters","47.7%","Med."
"https://leetcode.com/problems/minimum-cost-homecoming-of-a-robot-in-a-grid","2087. Minimum Cost Homecoming of a Robot in a Grid","51.5%","Med."
"https://leetcode.com/problems/count-fertile-pyramids-in-a-land","2088. Count Fertile Pyramids in a Land","66.2%","Hard"
"https://leetcode.com/problems/find-target-indices-after-sorting-array","2089. Find Target Indices After Sorting Array","77.7%","Easy"
"https://leetcode.com/problems/k-radius-subarray-averages","2090. K Radius Subarray Averages","45.9%","Med."
"https://leetcode.com/problems/removing-minimum-and-maximum-from-array","2091. Removing Minimum and Maximum From Array","56.0%","Med."
"https://leetcode.com/problems/find-all-people-with-secret","2092. Find All People With Secret","48.5%","Hard"
"https://leetcode.com/problems/minimum-cost-to-reach-city-with-discounts","2093. Minimum Cost to Reach City With Discounts","60.0%","Med."
"https://leetcode.com/problems/finding-3-digit-even-numbers","2094. Finding 3-Digit Even Numbers","78.8%","Easy"
"https://leetcode.com/problems/delete-the-middle-node-of-a-linked-list","2095. Delete the Middle Node of a Linked List","59.5%","Med."
"https://leetcode.com/problems/step-by-step-directions-from-a-binary-tree-node-to-another","2096. Step-By-Step Directions From a Binary Tree Node to Another","56.4%","Med."
"https://leetcode.com/problems/valid-arrangement-of-pairs","2097. Valid Arrangement of Pairs","66.4%","Hard"
"https://leetcode.com/problems/subsequence-of-size-k-with-the-largest-even-sum","2098. Subsequence of Size K With the Largest Even Sum","35.8%","Med."
"https://leetcode.com/problems/find-subsequence-of-length-k-with-the-largest-sum","2099. Find Subsequence of Length K With the Largest Sum","57.4%","Easy"
"https://leetcode.com/problems/find-good-days-to-rob-the-bank","2100. Find Good Days to Rob the Bank","51.1%","Med."
"https://leetcode.com/problems/detonate-the-maximum-bombs","2101. Detonate the Maximum Bombs","49.8%","Med."
"https://leetcode.com/problems/sequentially-ordinal-rank-tracker","2102. Sequentially Ordinal Rank Tracker","61.5%","Hard"
"https://leetcode.com/problems/rings-and-rods","2103. Rings and Rods","81.4%","Easy"
"https://leetcode.com/problems/sum-of-subarray-ranges","2104. Sum of Subarray Ranges","60.5%","Med."
"https://leetcode.com/problems/watering-plants-ii","2105. Watering Plants II","48.4%","Med."
"https://leetcode.com/problems/maximum-fruits-harvested-after-at-most-k-steps","2106. Maximum Fruits Harvested After at Most K Steps","61.1%","Hard"
"https://leetcode.com/problems/number-of-unique-flavors-after-sharing-k-candies","2107. Number of Unique Flavors After Sharing K Candies","60.4%","Med."
"https://leetcode.com/problems/find-first-palindromic-string-in-the-array","2108. Find First Palindromic String in the Array","84.0%","Easy"
"https://leetcode.com/problems/adding-spaces-to-a-string","2109. Adding Spaces to a String","71.7%","Med."
"https://leetcode.com/problems/number-of-smooth-descent-periods-of-a-stock","2110. Number of Smooth Descent Periods of a Stock","67.7%","Med."
"https://leetcode.com/problems/minimum-operations-to-make-the-array-k-increasing","2111. Minimum Operations to Make the Array K-Increasing","40.0%","Hard"
"https://leetcode.com/problems/the-airport-with-the-most-traffic","2112. The Airport With the Most Traffic","71.4%","Med."
"https://leetcode.com/problems/elements-in-array-after-removing-and-replacing-elements","2113. Elements in Array After Removing and Replacing Elements","70.1%","Med."
"https://leetcode.com/problems/maximum-number-of-words-found-in-sentences","2114. Maximum Number of Words Found in Sentences","86.7%","Easy"
"https://leetcode.com/problems/find-all-possible-recipes-from-given-supplies","2115. Find All Possible Recipes from Given Supplies","56.7%","Med."
"https://leetcode.com/problems/check-if-a-parentheses-string-can-be-valid","2116. Check if a Parentheses String Can Be Valid","45.0%","Med."
"https://leetcode.com/problems/abbreviating-the-product-of-a-range","2117. Abbreviating the Product of a Range","24.8%","Hard"
"https://leetcode.com/problems/build-the-equation","2118. Build the Equation","56.6%","Hard"
"https://leetcode.com/problems/a-number-after-a-double-reversal","2119. A Number After a Double Reversal","81.6%","Easy"
"https://leetcode.com/problems/execution-of-all-suffix-instructions-staying-in-a-grid","2120. Execution of All Suffix Instructions Staying in a Grid","81.8%","Med."
"https://leetcode.com/problems/intervals-between-identical-elements","2121. Intervals Between Identical Elements","45.4%","Med."
"https://leetcode.com/problems/recover-the-original-array","2122. Recover the Original Array","40.9%","Hard"
"https://leetcode.com/problems/minimum-operations-to-remove-adjacent-ones-in-matrix","2123. Minimum Operations to Remove Adjacent Ones in Matrix","42.4%","Hard"
"https://leetcode.com/problems/check-if-all-as-appears-before-all-bs","2124. Check if All A's Appears Before All B's","72.7%","Easy"
"https://leetcode.com/problems/number-of-laser-beams-in-a-bank","2125. Number of Laser Beams in a Bank","87.0%","Med."
"https://leetcode.com/problems/destroying-asteroids","2126. Destroying Asteroids","53.2%","Med."
"https://leetcode.com/problems/maximum-employees-to-be-invited-to-a-meeting","2127. Maximum Employees to Be Invited to a Meeting","61.8%","Hard"
"https://leetcode.com/problems/remove-all-ones-with-row-and-column-flips","2128. Remove All Ones With Row and Column Flips","76.2%","Med."
"https://leetcode.com/problems/capitalize-the-title","2129. Capitalize the Title","67.5%","Easy"
"https://leetcode.com/problems/maximum-twin-sum-of-a-linked-list","2130. Maximum Twin Sum of a Linked List","81.6%","Med."
"https://leetcode.com/problems/longest-palindrome-by-concatenating-two-letter-words","2131. Longest Palindrome by Concatenating Two Letter Words","53.6%","Med."
"https://leetcode.com/problems/stamping-the-grid","2132. Stamping the Grid","34.6%","Hard"
"https://leetcode.com/problems/check-if-every-row-and-column-contains-all-numbers","2133. Check if Every Row and Column Contains All Numbers","53.8%","Easy"
"https://leetcode.com/problems/minimum-swaps-to-group-all-1s-together-ii","2134. Minimum Swaps to Group All 1's Together II","65.6%","Med."
"https://leetcode.com/problems/count-words-obtained-after-adding-a-letter","2135. Count Words Obtained After Adding a Letter","43.9%","Med."
"https://leetcode.com/problems/earliest-possible-day-of-full-bloom","2136. Earliest Possible Day of Full Bloom","71.2%","Hard"
"https://leetcode.com/problems/pour-water-between-buckets-to-make-water-levels-equal","2137. Pour Water Between Buckets to Make Water Levels Equal","67.8%","Med."
"https://leetcode.com/problems/divide-a-string-into-groups-of-size-k","2138. Divide a String Into Groups of Size k","77.1%","Easy"
"https://leetcode.com/problems/minimum-moves-to-reach-target-score","2139. Minimum Moves to Reach Target Score","52.0%","Med."
"https://leetcode.com/problems/solving-questions-with-brainpower","2140. Solving Questions With Brainpower","60.2%","Med."
"https://leetcode.com/problems/maximum-running-time-of-n-computers","2141. Maximum Running Time of N Computers","56.5%","Hard"
"https://leetcode.com/problems/the-number-of-passengers-in-each-bus-i","2142. The Number of Passengers in Each Bus I","49.0%","Med."
"https://leetcode.com/problems/choose-numbers-from-two-arrays-in-range","2143. Choose Numbers From Two Arrays in Range","52.7%","Hard"
"https://leetcode.com/problems/minimum-cost-of-buying-candies-with-discount","2144. Minimum Cost of Buying Candies With Discount","62.6%","Easy"
"https://leetcode.com/problems/count-the-hidden-sequences","2145. Count the Hidden Sequences","56.8%","Med."
"https://leetcode.com/problems/k-highest-ranked-items-within-a-price-range","2146. K Highest Ranked Items Within a Price Range","46.1%","Med."
"https://leetcode.com/problems/number-of-ways-to-divide-a-long-corridor","2147. Number of Ways to Divide a Long Corridor","54.6%","Hard"
"https://leetcode.com/problems/count-elements-with-strictly-smaller-and-greater-elements","2148. Count Elements With Strictly Smaller and Greater Elements","59.6%","Easy"
"https://leetcode.com/problems/rearrange-array-elements-by-sign","2149. Rearrange Array Elements by Sign","84.5%","Med."
"https://leetcode.com/problems/find-all-lonely-numbers-in-the-array","2150. Find All Lonely Numbers in the Array","62.5%","Med."
"https://leetcode.com/problems/maximum-good-people-based-on-statements","2151. Maximum Good People Based on Statements","52.1%","Hard"
"https://leetcode.com/problems/minimum-number-of-lines-to-cover-points","2152. Minimum Number of Lines to Cover Points","43.4%","Med."
"https://leetcode.com/problems/the-number-of-passengers-in-each-bus-ii","2153. The Number of Passengers in Each Bus II","40.1%","Hard"
